Nama_Tanaman,Kecamatan,pH_Tanah,Suhu_C,Curah_Hujan_mm,Elevasi_mdpl,Ketersediaan_Air,Intensitas_Matahari_jam,Nama_Varietas,Nama_Varietas_Encoded,Nama_Tanaman_Encoded,Kecamatan_Encoded
Terung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Mustang F1,20,8,17
Terung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Mustang F1,20,8,3
Terung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Mustang F1,20,8,24
Terung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Mustang F1,20,8,7
Terung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Mustang F1,20,8,20
Terung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Mustang F1,20,8,0
Terung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Mustang F1,20,8,1
Terung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Mustang F1,20,8,9
Terung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Mustang F1,20,8,25
Terung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Mustang F1,20,8,13
Terung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Mustang F1,20,8,18
Terung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Mustang F1,20,8,22
Terung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Mustang F1,20,8,26
Terung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Mustang F1,20,8,8
Terung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Mustang F1,20,8,12
Terung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Mustang F1,20,8,4
Terung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Laguna F1,16,8,19
Terung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Laguna F1,16,8,14
Terung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Laguna F1,16,8,15
Terung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Laguna F1,16,8,2
Terung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Laguna F1,16,8,6
Terung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Laguna F1,16,8,21
Terung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Laguna F1,16,8,23
Terung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Laguna F1,16,8,5
Terung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Laguna F1,16,8,11
Terung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Laguna F1,16,8,10
Terung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Laguna F1,16,8,16
Terung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Laguna F1,16,8,17
Terung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Laguna F1,16,8,3
Terung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Laguna F1,16,8,24
Terung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Laguna F1,16,8,7
Terung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Laguna F1,16,8,20
Terung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Laguna F1,16,8,0
Terung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Laguna F1,16,8,1
Terung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Laguna F1,16,8,9
Terung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Laguna F1,16,8,25
Terung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Laguna F1,16,8,13
Terung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Laguna F1,16,8,18
Terung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Laguna F1,16,8,22
Terung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Laguna F1,16,8,26
Terung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Laguna F1,16,8,8
Terung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Laguna F1,16,8,12
Terung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Laguna F1,16,8,4
Terung,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Antaboga,1,8,19
Terung,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Antaboga,1,8,14
Terung,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Antaboga,1,8,15
Terung,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Antaboga,1,8,2
Terung,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Antaboga,1,8,6
Terung,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Antaboga,1,8,21
Terung,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Antaboga,1,8,23
Terung,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Antaboga,1,8,5
Terung,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Antaboga,1,8,11
Terung,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Antaboga,1,8,10
Terung,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Antaboga,1,8,16
Terung,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Antaboga,1,8,17
Terung,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Antaboga,1,8,3
Terung,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Antaboga,1,8,24
Terung,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Antaboga,1,8,7
Terung,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Antaboga,1,8,20
Terung,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Antaboga,1,8,0
Terung,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Antaboga,1,8,1
Terung,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Antaboga,1,8,9
Terung,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Antaboga,1,8,25
Terung,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Antaboga,1,8,13
Terung,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Antaboga,1,8,18
Terung,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Antaboga,1,8,22
Terung,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Antaboga,1,8,26
Terung,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Antaboga,1,8,8
Terung,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Antaboga,1,8,12
Terung,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Antaboga,1,8,4
Cabe Rawit,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Dewata F1,8,3,19
Cabe Rawit,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Dewata F1,8,3,14
Cabe Rawit,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Dewata F1,8,3,15
Cabe Rawit,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Dewata F1,8,3,2
Cabe Rawit,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Dewata F1,8,3,6
Cabe Rawit,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Dewata F1,8,3,21
Cabe Rawit,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Dewata F1,8,3,23
Cabe Rawit,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Dewata F1,8,3,5
Cabe Rawit,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Dewata F1,8,3,11
Cabe Rawit,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Dewata F1,8,3,10
Cabe Rawit,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Dewata F1,8,3,16
Cabe Rawit,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Dewata F1,8,3,17
Cabe Rawit,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Dewata F1,8,3,3
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Dewata F1,8,3,24
Cabe Rawit,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Dewata F1,8,3,7
Cabe Rawit,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Dewata F1,8,3,20
Cabe Rawit,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Dewata F1,8,3,0
Cabe Rawit,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Dewata F1,8,3,1
Cabe Rawit,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Dewata F1,8,3,9
Cabe Rawit,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Dewata F1,8,3,25
Cabe Rawit,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Dewata F1,8,3,13
Cabe Rawit,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Dewata F1,8,3,18
Cabe Rawit,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Dewata F1,8,3,22
Cabe Rawit,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Dewata F1,8,3,26
Cabe Rawit,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Dewata F1,8,3,8
Cabe Rawit,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Dewata F1,8,3,12
Cabe Rawit,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Dewata F1,8,3,4
Cabe Rawit,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Bara,4,3,19
Cabe Rawit,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Bara,4,3,14
Cabe Rawit,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Bara,4,3,15
Cabe Rawit,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Bara,4,3,2
Cabe Rawit,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Bara,4,3,6
Cabe Rawit,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Bara,4,3,21
Cabe Rawit,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Bara,4,3,23
Cabe Rawit,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Bara,4,3,5
Cabe Rawit,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Bara,4,3,11
Cabe Rawit,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Bara,4,3,10
Cabe Rawit,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Bara,4,3,16
Cabe Rawit,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Bara,4,3,17
Cabe Rawit,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Bara,4,3,3
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Bara,4,3,24
Cabe Rawit,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Bara,4,3,7
Cabe Rawit,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Bara,4,3,20
Cabe Rawit,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Bara,4,3,0
Cabe Rawit,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Bara,4,3,1
Cabe Rawit,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Bara,4,3,9
Cabe Rawit,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Bara,4,3,25
Cabe Rawit,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Bara,4,3,13
Cabe Rawit,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Bara,4,3,18
Cabe Rawit,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Bara,4,3,22
Cabe Rawit,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Bara,4,3,26
Cabe Rawit,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Bara,4,3,8
Cabe Rawit,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Bara,4,3,12
Cabe Rawit,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Bara,4,3,4
Cabe Rawit,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Taruna,29,3,19
Cabe Rawit,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Taruna,29,3,14
Cabe Rawit,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Taruna,29,3,15
Cabe Rawit,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Taruna,29,3,2
Cabe Rawit,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Taruna,29,3,6
Cabe Rawit,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Taruna,29,3,21
Cabe Rawit,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Taruna,29,3,23
Cabe Rawit,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Taruna,29,3,5
Cabe Rawit,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Taruna,29,3,11
Cabe Rawit,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Taruna,29,3,10
Cabe Rawit,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Taruna,29,3,16
Cabe Rawit,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Taruna,29,3,17
Cabe Rawit,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Taruna,29,3,3
Cabe Rawit,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Taruna,29,3,24
Cabe Rawit,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Taruna,29,3,7
Cabe Rawit,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Taruna,29,3,20
Cabe Rawit,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Taruna,29,3,0
Cabe Rawit,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Taruna,29,3,1
Cabe Rawit,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Taruna,29,3,9
Cabe Rawit,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Taruna,29,3,25
Cabe Rawit,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Taruna,29,3,13
Cabe Rawit,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Taruna,29,3,18
Cabe Rawit,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Taruna,29,3,22
Cabe Rawit,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Taruna,29,3,26
Cabe Rawit,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Taruna,29,3,8
Cabe Rawit,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Taruna,29,3,12
Cabe Rawit,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Taruna,29,3,4
Cabe Keriting,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,TM 999,27,2,19
Cabe Keriting,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,TM 999,27,2,14
Cabe Keriting,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,TM 999,27,2,15
Cabe Keriting,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,TM 999,27,2,2
Cabe Keriting,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,TM 999,27,2,6
Cabe Keriting,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,TM 999,27,2,21
Cabe Keriting,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,TM 999,27,2,23
Cabe Keriting,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,TM 999,27,2,5
Cabe Keriting,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,TM 999,27,2,11
Cabe Keriting,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,TM 999,27,2,10
Cabe Keriting,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,TM 999,27,2,16
Cabe Keriting,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,TM 999,27,2,17
Cabe Keriting,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,TM 999,27,2,3
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,TM 999,27,2,24
Cabe Keriting,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,TM 999,27,2,7
Cabe Keriting,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,TM 999,27,2,20
Cabe Keriting,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,TM 999,27,2,0
Cabe Keriting,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,TM 999,27,2,1
Cabe Keriting,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,TM 999,27,2,9
Cabe Keriting,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,TM 999,27,2,25
Cabe Keriting,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,TM 999,27,2,13
Cabe Keriting,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,TM 999,27,2,18
Cabe Keriting,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,TM 999,27,2,22
Cabe Keriting,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,TM 999,27,2,26
Cabe Keriting,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,TM 999,27,2,8
Cabe Keriting,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,TM 999,27,2,12
Cabe Keriting,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,TM 999,27,2,4
Cabe Keriting,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Lado F1,15,2,19
Cabe Keriting,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Lado F1,15,2,14
Cabe Keriting,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Lado F1,15,2,15
Cabe Keriting,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Lado F1,15,2,2
Cabe Keriting,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Lado F1,15,2,6
Cabe Keriting,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Lado F1,15,2,21
Cabe Keriting,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Lado F1,15,2,23
Cabe Keriting,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Lado F1,15,2,5
Cabe Keriting,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Lado F1,15,2,11
Cabe Keriting,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Lado F1,15,2,10
Cabe Keriting,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Lado F1,15,2,16
Cabe Keriting,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Lado F1,15,2,17
Cabe Keriting,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Lado F1,15,2,3
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Lado F1,15,2,24
Cabe Keriting,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Lado F1,15,2,7
Cabe Keriting,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Lado F1,15,2,20
Cabe Keriting,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Lado F1,15,2,0
Cabe Keriting,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Lado F1,15,2,1
Cabe Keriting,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Lado F1,15,2,9
Cabe Keriting,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Lado F1,15,2,25
Cabe Keriting,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Lado F1,15,2,13
Cabe Keriting,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Lado F1,15,2,18
Cabe Keriting,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Lado F1,15,2,22
Cabe Keriting,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Lado F1,15,2,26
Cabe Keriting,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Lado F1,15,2,8
Cabe Keriting,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Lado F1,15,2,12
Cabe Keriting,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Lado F1,15,2,4
Cabe Keriting,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Kencana,14,2,19
Cabe Keriting,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Kencana,14,2,14
Cabe Keriting,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Kencana,14,2,15
Cabe Keriting,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Kencana,14,2,2
Cabe Keriting,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Kencana,14,2,6
Cabe Keriting,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Kencana,14,2,21
Cabe Keriting,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Kencana,14,2,23
Cabe Keriting,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Kencana,14,2,5
Cabe Keriting,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Kencana,14,2,11
Cabe Keriting,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Kencana,14,2,10
Cabe Keriting,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Kencana,14,2,16
Cabe Keriting,Pirak Timu,5.15,26.3,2111.0,13.0,1,6649.062535244791,Kencana,14,2,17
Cabe Keriting,Cot Girek,5.17,25.6,2404.0,124.0,1,6607.476077383149,Kencana,14,2,3
Cabe Keriting,Tanah Jambo Aye,5.31,27.0,2144.0,10.0,0,6328.60527414451,Kencana,14,2,24
Cabe Keriting,Langkahan,5.1,25.8,2429.0,71.0,1,6647.226653775745,Kencana,14,2,7
Cabe Keriting,Seunuddon,6.09,27.2,2056.0,4.0,0,4279.258827435522,Kencana,14,2,20
Cabe Keriting,Baktiya,5.37,27.0,2091.0,11.0,0,6742.96132966782,Kencana,14,2,0
Cabe Keriting,Baktiya Barat,5.77,27.1,2006.0,4.0,0,6735.472882415625,Kencana,14,2,1
Cabe Keriting,Lhoksukon,5.22,26.9,2091.0,12.0,0,6692.166862982599,Kencana,14,2,9
Cabe Keriting,Tanah Luas,5.49,25.2,2200.0,239.0,1,6589.066733734791,Kencana,14,2,25
Cabe Keriting,Nibong,5.51,26.7,2127.0,17.0,0,6657.875043215222,Kencana,14,2,13
Cabe Keriting,Samudera,5.7,26.7,1999.0,7.0,0,1269.349319014881,Kencana,14,2,18
Cabe Keriting,Syamtalira Aron,5.64,26.7,2000.0,5.0,0,2552.2023541894946,Kencana,14,2,22
Cabe Keriting,Tanah Pasir,5.9,26.45,1979.0,5.0,0,0.0,Kencana,14,2,26
Cabe Keriting,Lapang,6.05,27.1,2022.0,4.0,0,1720.9210209773937,Kencana,14,2,8
Cabe Keriting,Muara Batu,5.71,26.45,1941.0,10.0,1,0.0,Kencana,14,2,12
Cabe Keriting,Dewantara,5.72,26.45,1932.0,9.0,1,0.0,Kencana,14,2,4
Cabe Besar,Sawang,5.42,25.0,2200.0,381.0,2,6126.960694028188,Tanjung 2,28,1,19
Cabe Besar,Nisam,5.6,26.5,1947.0,31.0,2,6260.940264934119,Tanjung 2,28,1,14
Cabe Besar,Nisam Antara,5.47,25.2,2181.0,459.0,2,6531.929958764356,Tanjung 2,28,1,15
Cabe Besar,Banda Baro,5.62,26.4,1986.0,35.0,2,4782.049970056818,Tanjung 2,28,1,2
Cabe Besar,Kuta Makmur,5.67,26.3,2061.0,141.0,2,6546.841915671623,Tanjung 2,28,1,6
Cabe Besar,Simpang Keramat,5.59,26.1,2152.0,165.0,2,6529.369338072287,Tanjung 2,28,1,21
Cabe Besar,Syamtalira Bayu,5.59,26.4,1951.0,20.0,1,613.0438090018905,Tanjung 2,28,1,23
Cabe Besar,Geureudong Pase,5.4,24.2,2267.0,477.0,2,6534.342143515329,Tanjung 2,28,1,5
Cabe Besar,Meurah Mulia,5.54,26.6,2084.0,18.0,1,6465.604140110678,Tanjung 2,28,1,11
Cabe Besar,Matangkuli,5.45,26.7,2130.0,12.0,1,6664.206495020433,Tanjung 2,28,1,10
Cabe Besar,Paya Bakong,5.29,25.7,2263.0,81.0,1,6609.990728501922,Tanjung 2,28,1,16
